Level,Hierarchical structure,Code,Parent,Class title,Class definition
4,Subclass (Field),RDF1060905,RDF10609,Plant physiology,This subclass comprises research and experimental development in plant physiology.
4,Subclass (Field),RDF1060906,RDF10609,Plant microbiota,This subclass comprises research and experimental development in plant microbiota.
4,Subclass (Field),RDF1060907,RDF10609,Molecular plant and microbe interactions (including host pathogen interactions),This subclass comprises research and experimental development in molecular plant and microbe interactions (including host pathogen interactions).
4,Subclass (Field),RDF1060908,RDF10609,Plant stress biology,This subclass comprises research and experimental development in plant stress biology.
4,Subclass (Field),RDF1060909,RDF10609,Plant hormone biology,This subclass comprises research and experimental development in plant hormone biology.
4,Subclass (Field),RDF1060910,RDF10609,Plant nutrition and metabolism,This subclass comprises research and experimental development in plant nutrition and metabolism.
4,Subclass (Field),RDF1060911,RDF10609,Seed biology,This subclass comprises research and experimental development in seed biology.
4,Subclass (Field),RDF1060912,RDF10609,Plant genetics (phytogenetics),This subclass comprises research and experimental development in plant genetics (phytogenetics).
4,Subclass (Field),RDF1060999,RDF10609,"Plant biology, n.e.c.","This subclass comprises research and experimental development in plant biology, n.e.c."
3,Class,RDF10610,RDF106,Zoology,This class comprises research and experimental development in zoology.
4,Subclass (Field),RDF1061001,RDF10610,Animal behaviour,This subclass comprises research and experimental development in animal behaviour.
4,Subclass (Field),RDF1061002,RDF10610,Animal cell and molecular biology,This subclass comprises research and experimental development in animal cell and molecular biology.
4,Subclass (Field),RDF1061003,RDF10610,Animal developmental and reproductive biology,This subclass comprises research and experimental development in animal developmental and reproductive biology.
4,Subclass (Field),RDF1061004,RDF10610,Animal immunology,This subclass comprises research and experimental development in animal immunology.
4,Subclass (Field),RDF1061005,RDF10610,Animal physiological ecology,This subclass comprises research and experimental development in animal physiological ecology.
4,Subclass (Field),RDF1061006,RDF10610,Animal structures and functions,This subclass comprises research and experimental development in Animal structures and functions.
4,Subclass (Field),RDF1061007,RDF10610,Invertebrate biology (except insect biology),This subclass comprises research and experimental development in invertebrate biology (except insect biology).
4,Subclass (Field),RDF1061008,RDF10610,Insect biology,This subclass comprises research and experimental development in insect biology.
4,Subclass (Field),RDF1061009,RDF10610,Mammalogy,This subclass comprises research and experimental development in mammalogy.
4,Subclass (Field),RDF1061010,RDF10610,Fish biology,This subclass comprises research and experimental development in fish biology.
4,Subclass (Field),RDF1061011,RDF10610,Bird biology,This subclass comprises research and experimental development in bird biology.
4,Subclass (Field),RDF1061012,RDF10610,Amphibian and reptile biology,This subclass comprises research and experimental development in amphibian and reptile biology.
4,Subclass (Field),RDF1061013,RDF10610,Comparative biomechanics,This subclass comprises research and experimental development in comparative biomechanics.
4,Subclass (Field),RDF1061099,RDF10610,"Zoology, n.e.c.","This subclass comprises research and experimental development in zoology, n.e.c."
3,Class,RDF10611,RDF106,"Neurosciences, biological and chemical aspects","This class comprises research and experimental development in neurosciences, biological and chemical aspects."
4,Subclass (Field),RDF1061101,RDF10611,Molecular neuroscience,This subclass comprises research and experimental development in molecular neuroscience.
4,Subclass (Field),RDF1061102,RDF10611,Cellular neuroscience,This subclass comprises research and experimental development in cellular neuroscience.
4,Subclass (Field),RDF1061103,RDF10611,Neurogenetics,This subclass comprises research and experimental development in neurogenetics.
4,Subclass (Field),RDF1061104,RDF10611,Animal neurobiology,This subclass comprises research and experimental development in animal neurobiology.
4,Subclass (Field),RDF1061105,RDF10611,Behavioural neuroscience of learning and memory,This subclass comprises research and experimental development in behavioural neuroscience of learning and memory.
4,Subclass (Field),RDF1061106,RDF10611,Behavioural neuroscience of reward and motivation,This subclass comprises research and experimental development in behavioural neuroscience of reward and motivation.
4,Subclass (Field),RDF1061107,RDF10611,Neurocognitive patterns and neural networks,This subclass comprises research and experimental development in neurocognitive patterns and neural networks.
4,Subclass (Field),RDF1061108,RDF10611,Neurophysiology,This subclass comprises research and experimental development in neurophysiology.
4,Subclass (Field),RDF1061199,RDF10611,"Neurosciences, biological and chemical aspects, n.e.c.","This subclass comprises research and experimental development in neurosciences, biological and chemical aspects, n.e.c."
3,Class,RDF10699,RDF106,Other biological sciences,This class comprises research and experimental development in other biological sciences.
4,Subclass (Field),RDF1069999,RDF10699,Other biological sciences,"This subclass comprises research and experimental development in other biological sciences, n.e.c."
2,Group,RDF107,RDF10,Other natural sciences,This group comprises research and experimental development in other natural sciences.
3,Class,RDF10799,RDF107,Other natural sciences,This class comprises research and experimental development in other natural sciences.
4,Subclass (Field),RDF1079999,RDF10799,"Other natural sciences, n.e.c.","This subclass comprises research and experimental development in other natural sciences, n.e.c."
1,Division,RDF20-21,,Engineering and technology,"This division comprises research and experimental development in engineering and technology. Engineering and technology refer to scientific disciplines concerned with understanding, exploring or developing the natural world, in the fields of engineering and technology, which include civil engineering; maritime engineering; transport engineering; mining engineering; industrial, systems and processes engineering; electrical engineering, computing engineering, and information engineering; mechanical engineering; chemical engineering; materials engineering and resources engineering; medical and biomedical engineering; environmental and related engineering; environmental biotechnology; industrial biotechnology; nanotechnology; and other engineering and technologies. Research consists of systematic investigation carried by means of experiment or analysis to achieve a scientific or technological advance such as acquiring new knowledge of the underlying foundation of phenomena and observable facts. Experimental development consists of new or substantially improved goods, services, systems, methods or processes."
