doi,WG1,WG2,WG3,year,type,source_title,issn,publisher_name,publisher_crossref_member,countries,countries_corr,publisher_oa,other_platform_oa,publisher_license,repository_license
10.1038/S41598-019-56232-1,FALSE,TRUE,FALSE,2019,journal-article,Scientific Reports,2045-2322,Springer Science and Business Media LLC,297,US,US,oa_journal_doaj,accepted/published,cc_by,cc_by
10.1038/SREP45749,FALSE,TRUE,FALSE,2017,journal-article,Scientific Reports,2045-2322,Springer Science and Business Media LLC,297,"ES,GB",ES,oa_journal_doaj,accepted/published,cc_by,cc_by
10.1038/SREP20572,FALSE,TRUE,FALSE,2016,journal-article,Scientific Reports,2045-2322,Springer Science and Business Media LLC,297,"GB,DE,AU",GB,oa_journal_doaj,accepted/published,cc_by,cc_by
10.1038/S41598-019-40155-Y,FALSE,TRUE,FALSE,2019,journal-article,Scientific Reports,2045-2322,Springer Science and Business Media LLC,297,"US,CA",US,oa_journal_doaj,accepted/published,cc_by,cc_by
10.1038/SREP33130,TRUE,TRUE,FALSE,2016,journal-article,Scientific Reports,2045-2322,Springer Science and Business Media LLC,297,"ES,CL,US,PE,GB,NL",,oa_journal_doaj,accepted/published,cc_by,cc_by
10.1038/SREP16820,TRUE,FALSE,FALSE,2015,journal-article,Scientific Reports,2045-2322,Springer Science and Business Media LLC,297,"CN,US",,oa_journal_doaj,accepted/published,cc_by,cc_by
10.1038/S41598-020-67216-X,FALSE,FALSE,TRUE,2020,journal-article,Scientific Reports,2045-2322,Springer Science and Business Media LLC,297,ES,,oa_journal_doaj,accepted/published,cc_by,cc_by
10.1038/S41598-018-32975-1,FALSE,TRUE,FALSE,2018,journal-article,Scientific Reports,2045-2322,Springer Science and Business Media LLC,297,US,,oa_journal_doaj,accepted/published,cc_by,cc_by
10.1038/S41598-019-53784-0,FALSE,TRUE,FALSE,2019,journal-article,Scientific Reports,2045-2322,Springer Science and Business Media LLC,297,"CH,IR",,oa_journal_doaj,accepted/published,cc_by,cc_by
10.1038/S41598-019-44483-X,FALSE,TRUE,FALSE,2019,journal-article,Scientific Reports,2045-2322,Springer Science and Business Media LLC,297,AU,AU,oa_journal_doaj,accepted/published,cc_by,cc_by
10.1038/S41598-021-88223-6,FALSE,TRUE,FALSE,2021,journal-article,Scientific Reports,2045-2322,Springer Science and Business Media LLC,297,IN,IN,oa_journal_doaj,accepted/published,,
10.1038/S41598-017-11442-3,FALSE,TRUE,FALSE,2017,journal-article,Scientific Reports,2045-2322,Springer Science and Business Media LLC,297,US,,oa_journal_doaj,accepted/published,cc_by,cc_by
10.1038/S41598-019-45146-7,FALSE,TRUE,FALSE,2019,journal-article,Scientific Reports,2045-2322,Springer Science and Business Media LLC,297,"DK,DE,FR",,oa_journal_doaj,accepted/published,cc_by,cc_by
10.1038/S41598-019-48873-Z,FALSE,TRUE,FALSE,2019,journal-article,Scientific Reports,2045-2322,Springer Science and Business Media LLC,297,"CA,GB",CA,oa_journal_doaj,accepted/published,cc_by,cc_by
10.1038/S41598-020-75658-6,FALSE,TRUE,FALSE,2020,journal-article,Scientific Reports,2045-2322,Springer Science and Business Media LLC,297,"GL,US,DK,CA,IE",,oa_journal_doaj,accepted/published,cc_by,other
10.1038/S41598-020-58265-3,TRUE,FALSE,FALSE,2020,journal-article,Scientific Reports,2045-2322,Springer Science and Business Media LLC,297,"IN,GB,DE",,oa_journal_doaj,accepted/published,cc_by,cc_by
10.1038/SREP14546,TRUE,FALSE,FALSE,2015,journal-article,Scientific Reports,2045-2322,Springer Science and Business Media LLC,297,US,,oa_journal_doaj,accepted/published,cc_by,cc_by
10.1038/S41598-018-31246-3,TRUE,FALSE,FALSE,2018,journal-article,Scientific Reports,2045-2322,Springer Science and Business Media LLC,297,"CN,US",CN,oa_journal_doaj,accepted/published,cc_by,cc_by
10.1038/S41598-018-37851-6,FALSE,TRUE,FALSE,2019,journal-article,Scientific Reports,2045-2322,Springer Science and Business Media LLC,297,DE,DE,oa_journal_doaj,accepted/published,cc_by,cc_by
10.1038/S41598-018-23253-1,FALSE,TRUE,FALSE,2018,journal-article,Scientific Reports,2045-2322,Springer Science and Business Media LLC,297,"US,CN",US,oa_journal_doaj,accepted/published,cc_by,cc_by
10.1038/SREP01300,TRUE,TRUE,FALSE,2013,journal-article,Scientific Reports,2045-2322,Springer Science and Business Media LLC,297,US,,oa_journal_doaj,accepted/published,cc_other,cc_other
10.1038/SREP17639,FALSE,TRUE,FALSE,2015,journal-article,Scientific Reports,2045-2322,Springer Science and Business Media LLC,297,AU,,oa_journal_doaj,accepted/published,cc_by,cc_by
10.1038/S41598-019-44732-Z,FALSE,TRUE,FALSE,2019,journal-article,Scientific Reports,2045-2322,Springer Science and Business Media LLC,297,BR,BR,oa_journal_doaj,accepted/published,cc_by,cc_by
10.1038/S41598-017-03818-2,TRUE,TRUE,FALSE,2017,journal-article,Scientific Reports,2045-2322,Springer Science and Business Media LLC,297,"US,FR,JP,CN",,oa_journal_doaj,accepted/published,cc_by,cc_by
